Pelt tag #,Date of harvest,Sex,Weight (lbs),Location/waterbody,Town,Watershed,HarvestType
1307,1/7/2011,M,50,Pasquisett Brook,Charlestown,Pawcatuck,Public
1308,2/28/2011,F,16,Moscow Pond,Hopkinton,Pawcatuck,Public
1309,3/4/2011,F,46,Meadow Brook  ,Richmond,Pawcatuck,Public
1310,3/6/2011,F,20,Meadow Brook,Richmond,Pawcatuck,Public
1311,3/6/2011,F,20,Brushy Brook,Hopkinton,Pawcatuck,Public
1312,3/7/2011,M,40,Meadow Brook,Richmond,Pawcatuck,Public
1313,3/8/2011,M,20,Meadow Brook,Richmond,Pawcatuck,Public
1314,3/8/2011,M,20,Meadow Brook,Richmond,Pawcatuck,Public
1315,3/8/2011,M,20,Meadow Brook,Richmond,Pawcatuck,Public
1316,3/29/2011,F,40,Wood River,Hopkinton,Pawcatuck,Public
1317,12/10/2010,M,35,Cherry Valley Pond,Glocester,Blackstone,Public
1318,12/10/2010,F,42,Cherry Valley Pond,Glocester,Blackstone,Public
1319,12/10/2010,M,21,Cherry Valley Pond,Glocester,Blackstone,Public
1320,12/10/2010,M,19,Cherry Valley Pond,Glocester,Blackstone,Public
1321,12/13/2010,M,15,Bowdish Reservoir,Glocester,Quinebaug,Public
1322,12/27/2010,F,21,Bowdish Reservoir,Glocester,Quinebaug,Public
1323,1/6/2011,F,50,Bowdish Reservoir,Glocester,Quinebaug,Public
1324,1/11/2011,M,51,Bowdish Reservoir,Glocester,Quinebaug,Public
1325,3/28/2011,M,30,Wood River,Richmond,Pawcatuck,Nuisance
1326,4/20/2011,M,34,Diamond Bog,Richmond,Pawcatuck,Nuisance
1327,4/20/2011,F,32,Diamond Bog,Richmond,Pawcatuck,Nuisance
1328,5/11/2011,F,48,Long Pond,Hopkinton,Pawcatuck,Nuisance
1329,5/11/2011,M,38,Long Pond,Hopkinton,Pawcatuck,Nuisance
1330,2/24/2005,M,32,Chipuxet River,Exeter,Pawcatuck,Nuisance
1331,11/1/2011,M,40,Pasquiset Pond,Charlestown,Pawcatuck,Public
1332,2/26/2005,M,40,Chipuxet River,Exeter,Pawcatuck,Nuisance
1332,11/4/2011,M,42,Woody Hill Brook,Exeter,Pawcatuck,Public
1333,11/4/2011,F,40,Carolina Hatchery,Richmond,Pawcatuck,Public
1334,11/10/2011,F,42,Moscow Pond,Hopkinton,Pawcatuck,Public
1335,12/5/2011,M,30,Bradford,Hopkinton,Pawcatuck,Public
1336,12/6/2011,F,30,Bradford,Hopkinton,Pawcatuck,Public
1337,12/12/2011,F,34,Tripps Corner Road,Exeter,Pawcatuck,Public
1338,12/16/2011,M,33,Canonchet Brook,Hopkinton,Pawcatuck,Public
1339,1/1/2012,M,12,Buckeye Brook,Charlestown,Pawcatuck,Public
1340,1/1/2012,F,13,Buckeye Brook,Charlestown,Pawcatuck,Public
1341,1/2/2012,F,35,Buckeye Brook,Charlestown,Pawcatuck,Public
1342,1/3/2012,M,35,Buckeye Brook,Charlestown,Pawcatuck,Public
1343,1/10/2012,F,20,Wood River,Hopkinton,Pawcatuck,Public
1344,1/18/2012,F,16,Falls River,Exeter,Pawcatuck,Public
1345,2/25/2012,F,22,Wood River,Hopkinton,Pawcatuck,Public
1346,2/27/2012,M,42,Woody Hill,Westerly,Pawcatuck,Public
1347,3/1/2012,F,44,Hope Valley (unknown location,Hopkinton,Pawcatuck,Public
1348,11/2/2011,F,22,Carolina Hatchery,Richmond,Pawcatuck,Public
1349,11/3/2011,M,19,Carolina Hatchery,Richmond,Pawcatuck,Public
1350,11/13/2011,unk,28,Buckshorn Brook,Coventry,Quinebaug,Public
1351,11/27/2011,unk,45,Buckshorn Brook,Coventry,Quinebaug,Public
1352,11/29/2011,unk,36,Mooseup River,Foster,Quinebaug,Public
1353,11/29/2011,unk,32,West Meadow Brook,Foster,Quinebaug,Public
1354,12/4/2011,unk,42,West Meadow Brook,Foster,Quinebaug,Public
1355,12/4/2011,unk,32,West Meadow Brook,Foster,Quinebaug,Public
1356,12/11/2011,unk,37,Mooseup River,Foster,Quinebaug,Public
1357,12/11/2011,unk,41,Mooseup River,Foster,Quinebaug,Public
1358,12/14/2011,unk,32,Mooseup River,Foster,Quinebaug,Public
1359,1/8/2012,unk,38,Tucker Hollow Road (Dolly Cole Brook),Foster,Pawtuxet,Public
1360,1/9/2012,unk,36,Tucker Hollow Road (Dolly Cole Brook),Foster,Pawtuxet,Public
1361,12/16/2011,F,39,Wood River,Exeter,Pawcatuck,Public
1362,12/21/2011,M,26,Wood River,Exeter,Pawcatuck,Public
1363,12/23/2011,F,34,Pawcatuck River,Richmond,Pawcatuck,Public
1364,12/27/2011,M,22,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
1365,2/10/2012,M,35,Silver Lake (aka Sucker Pond),Burrillville,Blackstone,Public
1366,2/11/2012,F,33,Silver Lake (aka Sucker Pond),Burrillville,Blackstone,Public
1367,3/2/2012,F,41,61 Joslin Road,Burrillville,Blackstone,Public
1368,1/17/2012,F,43,Pawcatuck River,Richmond,Pawcatuck,Public
1369,2/3/2012,M,42,Pawcatuck River,Richmond,Pawcatuck,Public
1370,2/21/2012,F,20,Wood River,Richmond,Pawcatuck,Public
1371,3/4/2012,M,42,Wood River,Richmond,Pawcatuck,Public
1372,12/29/2011,F,29,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1373,12/29/2011,M,48,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1374,12/29/2011,M,38,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1375,11/18/2011,?,22,Putnam Pike/ Rt 44,Glocester,unknown,Public
1376,12/5/2011,?,7,Chopmist Hill rd/ Rt 102,Glocester,Pawcatuck,Public
1377,12/16/2011,M,48,Peck Pond,Burrillville,Quinebaug,Public
1378,12/17/2011,M,34,Big Round Top Pond,Burrillville,Blackstone,Public
1379,12/17/2011,M,33,Peck Pond,Burrillville,Quinebaug,Public
1380,12/17/2011,F,34,Peck Pond,Burrillville,Quinebaug,Public
1381,12/18/2011,F,60,Peck Pond,Burrillville,Quinebaug,Public
1382,12/18/2011,M,34,Peck Pond,Burrillville,Quinebaug,Public
1383,2/24/2012,M,40,Big Round Top Pond,Burrillville,Blackstone,Public
1384,11/11/2011,M,15,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1385,11/11/2011,M,35,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1386,11/11/2011,F,28,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1387,11/11/2011,F,22,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1388,12/11/2011,M,25,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1389,12/11/2011,F,42,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1390,12/11/2011,M,18,Rounds Lane (PWSB),Foster,Pawtuxet,Public
1391,12/11/2011,M,20,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1392,12/19/2011,M,30,unknown location,Scituate,unknown,Public
1393,2/3/2012,M,50,unknown location,West Greenwich,unknown,Public
1394,2/3/2012,M,50,unknown location,West Greenwich,unknown,Public
1395,2/3/2012,F,35,unknown location,West Greenwich,unknown,Public
1396,2/3/2012,F,35,unknown location,West Greenwich,unknown,Public
1397,2/3/2012,K,15,unknown location,West Greenwich,unknown,Public
1398,2/3/2012,K,15,unknown location,West Greenwich,unknown,Public
1399,2/4/2012,M,45,Big River,West Greenwich,Pawtuxet,Public
1400,2/4/2012,M,44,Big River,West Greenwich,Pawtuxet,Public
1401,2/16/2012,K,15,unknown location,West Greenwich,unknown,Public
1402,2/16/2012,K,15,unknown location,West Greenwich,unknown,Public
1403,2/16/2012,K,15,unknown location,West Greenwich,unknown,Public
1404,2/16/2012,M,50,unknown location,West Greenwich,unknown,Public
1405,2/16/2012,F,38,unknown location,West Greenwich,unknown,Public
1406,2/16/2012,M,42,unknown location,West Greenwich,unknown,Public
1407,2/17/2012,F,40,unknown location,Exeter,unknown,Public
1408,2/17/2012,M,45,unknown location,Exeter,unknown,Public
1409,2/17/2012,M,48,unknown location,Exeter,unknown,Public
1410,3/12/2012,M,40,unknown location,Coventry,unknown,Public
1411,3/12/2012,F,15,unknown location,Coventry,unknown,Public
1412,11/2/2011,M,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
1413,12/4/2004,M,38,Big River,West Greenwich,Pawtuxet,Public
1413,,unk,,unknown,unknown,unknown,Public
1414,11/3/2011,F,46,Woody Hill Brook,Exeter,Pawcatuck,Public
1415,11/3/2011,F,34,Steadmans Pond,Hopkinton,Pawcatuck,Public
1416,2/22/2011,F,30,Greene,Coventry,Quinebaug,Public
1417,11/2/2011,M,41,Near Sodco (Chipuxet River),North Kingstown,Pawcatuck,Public
1418,11/4/2011,F,49,Near Sodco (Chipuxet River),North Kingstown,Pawcatuck,Public
1419,11/10/2011,M,30,Millbrook Pond,Exeter,Pawcatuck,Public
1420,11/10/2011,F,30,Millbrook Pond,Exeter,Pawcatuck,Public
1421,11/12/2011,?,Kit,Millbrook Pond,Exeter,Pawcatuck,Public
1422,12/3/2011,M,30,New London Turnpike (Carr River),West Greenwich,Pawtuxet,Public
1423,12/4/2011,F,30,New London Turnpike (Carr River),West Greenwich,Pawtuxet,Public
1424,1/23/2004,M,34,Nooseneck River,West Greenwich,Pawtuxet,Public
1424,12/4/2011,?,Kit,New London Turnpike (Carr River),West Greenwich,Pawtuxet,Public
1427,11/29/2012,unk,13,Chipuxet River,South Kingstown,Pawcatuck,Public
1428,11/2/2012,F,25,Wood River,Hopkinton,Pawcatuck,Public
1429,11/2/2012,M,10,Wood River,Hopkinton,Pawcatuck,Public
1430,11/2/2012,F,36,Canochet Brook,Hopkinton,Pawcatuck,Public
1431,11/2/2012,F,30,Canochet Brook,Hopkinton,Pawcatuck,Public
1432,11/2/2012,F,36,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1433,11/3/2012,F,46,Canochet Brook,Hopkinton,Pawcatuck,Public
1434,11/3/2012,F,36,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1435,11/4/2012,F,40,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1436,11/4/2012,M,24,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1437,11/4/2012,F,45,Wood River,Hopkinton,Pawcatuck,Public
1438,11/5/2012,F,48,Wood River,Hopkinton,Pawcatuck,Public
1439,11/6/2012,M,15,Wood River,Hopkinton,Pawcatuck,Public
1440,11/6/2012,F,13,Wood River,Hopkinton,Pawcatuck,Public
1441,11/26/2012,F,38,White Brook,Richmond,Pawcatuck,Public
1442,12/1/2012,F,44,Woody Hill Marsh,Westerly,Pawcatuck,Public
1443,12/1/2012,M,14,Woody Hill Marsh,Westerly,Pawcatuck,Public
1444,12/1/2012,M,16,Wood River,Hopkinton,Pawcatuck,Public
1445,12/4/2012,F,10,Wood River,Hopkinton,Pawcatuck,Public
1446,12/22/2012,F,34,White Brook,Richmond,Pawcatuck,Public
1447,3/5/2013,F,44,Wood River,Hopkinton,Pawcatuck,Public
1448,12/2/2012,F,25,Canochet Brook,Hopkinton,Pawcatuck,Public
1449,12/6/2012,F,44,Wood River,Hopkinton,Pawcatuck,Public
1450,12/14/2012,M,30,Wood River,Richmond,Pawcatuck,Public
1451,12/16/2012,F,36,Canochet Brook,Hopkinton,Pawcatuck,Public
1452,12/20/2012,M,24,Wood River,Exeter,Pawcatuck,Public
1453,12/24/2012,F,38,White Brook,Richmond,Pawcatuck,Public
1454,11/2/2012,F,42,Slocum Reservoir,Exeter,Pawcatuck,Public
1455,11/2/2012,F,48,Slocum Reservoir,Exeter,Pawcatuck,Public
1456,11/3/2012,F,14,Slocum Reservoir,Exeter,Pawcatuck,Public
1457,11/22/2012,F,38,Wood River,Richmond,Pawcatuck,Public
1458,12/4/2012,F,28,Pawcatuck River,Richmond,Pawcatuck,Public
1459,12/6/2012,F,13,Pawcatuck River,Richmond,Pawcatuck,Public
1460,11/6/2012,unk,35,West Meadow Brook,Foster,Quinebaug,Public
1461,11/11/2012,unk,40,Moosup River,Foster,Quinebaug,Public
1462,11/13/2012,unk,26,Moosup River,Foster,Quinebaug,Public
1463,11/23/2012,unk,32,Moosup River,Foster,Quinebaug,Public
1464,11/23/2012,unk,28,West Meadow Brook,Foster,Quinebaug,Public
1465,11/30/2012,unk,42,West Meadow Brook,Foster,Quinebaug,Public
1466,12/14/2012,unk,30,West Meadow Brook,Foster,Quinebaug,Public
1467,11/3/2012,F,45,Hudson Pond,West Greenwich,Pawcatuck,Public
1468,11/3/2012,M,30,Hudson Pond,West Greenwich,Pawcatuck,Public
1469,11/3/2012,M,30,Hudson Pond,West Greenwich,Pawcatuck,Public
1470,11/4/2012,M,30,Hudson Pond,West Greenwich,Pawcatuck,Public
1471,12/12/2012,M,32,Bowdish Reservoir,Glocester,Quinebaug,Public
1472,12/14/2012,M,42,Wilbur Pond,Glocester,Quinebaug,Public
1473,12/20/2012,F,21,Wilbur Pond,Glocester,Quinebaug,Public
1474,12/20/2012,M,21,Wilbur Pond,Glocester,Quinebaug,Public
1475,12/23/2012,M,14,Wilbur Pond,Glocester,Quinebaug,Public
1476,1/15/2013,F,33,Wilbur Pond,Glocester,Quinebaug,Public
1477,12/24/2012,M,48,Slatersville Reservoir,Burrillville,Blackstone,Public
1478,1/14/2013,M,43,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1479,1/15/2013,F,25,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1480,1/18/2013,M,25,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1481,1/5/2013,M,42,Shippee Sawmill Pond,Foster,Pawtuxet,Public
1482,3/8/2013,M,47,Pawtuxet River,Scituate,Pawtuxet,Public
1483,1/4/2013,F,33,unnamed wetland,Burrillville,unknown,Public
1484,1/5/2013,M,25,unnamed wetland,Burrillville,unknown,Public
1485,1/9/2013,M,32,unnamed wetland,Burrillville,unknown,Public
1486,2/3/2013,F,38,unknown location,Coventry,unknown,Public
1487,2/3/2013,M,20,unknown location,Coventry,unknown,Public
1488,2/4/2013,F,19,unknown location,Coventry,unknown,Public
1489,2/4/2013,M,20,unknown location,Coventry,unknown,Public
1490,2/5/2013,F,18,unknown location,Coventry,unknown,Public
1491,2/5/2013,M,21,unknown location,Coventry,unknown,Public
1492,2/6/2013,M,20,unknown location,Coventry,unknown,Public
1493,1/19/2013,unk,19,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1494,1/21/2013,M,19,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1495,1/26/2013,M,34,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1496,2/6/2013,F,33,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1497,12/9/2012,unk,52,Carr River,West Greenwich,Pawtuxet,Public
1498,12/10/2012,unk,36,Queen's River,Exeter,Pawcatuck,Public
1499,12/10/2012,unk,40,Carr River,West Greenwich,Pawtuxet,Public
1500,12/14/2012,F,38,Queen's River,Exeter,Pawcatuck,Public
1501,12/16/2012,F,36,Capwell Mill Pond,West Greenwich,Pawtuxet,Public
1502,12/19/2012,F,38,Nooseneck River,West Greenwich,Pawtuxet,Public
1503,12/21/2012,M,42,Nooseneck River,West Greenwich,Pawtuxet,Public
1504,12/24/2012,M,48,Carbuncle Pond,Coventry,Quinebaug,Public
1505,12/31/2012,M,36,Roaring Brook,Exeter,Pawcatuck,Public
1506,1/3/2013,unk,18,Roaring Brook,Exeter,Pawcatuck,Public
1507,1/6/2013,unk,30,Roaring Brook,Exeter,Pawcatuck,Public
1508,1/26/2013,unk,36,Carr River,West Greenwich,Pawtuxet,Public
1509,11/14/2012,M,25,Scituate Reservoir,Scituate,Pawtuxet,Public
1510,1/10/2013,F,28,Round Top Pond,Burrillville,Blackstone,Public
1511,1/10/2013,M,18,Round Top Pond,Burrillville,Blackstone,Public
1512,1/14/2013,M,18,Round Top Pond,Burrillville,Blackstone,Public
1513,1/14/2013,M,31,Clear River,Burrillville,Blackstone,Public
1514,1/15/2013,M,30,Clear River,Burrillville,Blackstone,Public
1515,1/16/2013,M,38,Round Top Pond,Burrillville,Blackstone,Public
1516,1/27/2013,F,30,Shippee Sawmill Pond,Foster,Pawtuxet,Public
1517,3/4/2013,F,25,Wood River,Hopkinton,Pawcatuck,Public
1518,3/4/2013,unk,u,Wood River,Hopkinton,Pawcatuck,Public
1519,12/10/2012,unk,35,unknown location,Exeter,unknown,Public
1520,12/11/2012,unk,30,Pasquiset Pond,Charlestown,Pawcatuck,Public
1521,12/11/2012,unk,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
1529,11/17/2013,M,10,Blackstone River,Lincoln,Blackstone,Public
1530,11/19/2013,F,15,Blackstone River,Lincoln,Blackstone,Public
1531,12/3/2013,F,55,unnamed pond,Smithfield,unknown,Public
1532,12/6/2013,M,30,unnamed pond,Smithfield,unknown,Public
1533,12/6/2013,M,45,unnamed pond,Smithfield,unknown,Public
1534,12/6/2013,F,40,unnamed pond,Smithfield,unknown,Public
1535,12/8/2013,M,20,unnamed pond,Smithfield,unknown,Public
1536,12/8/2013,F,15,unnamed pond,Smithfield,unknown,Public
1537,12/8/2013,F,20,unnamed pond,Smithfield,unknown,Public
1538,11/3/2013,F,39,Wood River,Hopkinton,Pawcatuck,Public
1539,11/3/2013,F,39,White Brook,Richmond,Pawcatuck,Public
1540,11/3/2013,M,9,unknown location,Exeter,unknown,Public
1541,11/3/2013,F,10,unknown location,Exeter,unknown,Public
1542,11/4/2013,F,41,unknown location,Exeter,unknown,Public
1543,11/4/2013,F,9,unknown location,Exeter,unknown,Public
1544,11/4/2013,M,28,White Brook,Richmond,Pawcatuck,Public
1545,11/5/2013,F,29,Wood River,Hopkinton,Pawcatuck,Public
1546,11/5/2013,F,7,Wood River,Hopkinton,Pawcatuck,Public
1547,11/6/2013,F,41,Tomaquag Brook,Hopkinton,Pawcatuck,Public
1548,11/7/2013,F,43,Tomaquag Brook,Hopkinton,Pawcatuck,Public
1549,11/8/2013,M,14,Tomaquag Brook,Hopkinton,Pawcatuck,Public
1550,11/8/2013,F,27,Tomaquag Brook,Hopkinton,Pawcatuck,Public
1551,12/2/2013,F,36,Falls River,Exeter,Pawcatuck,Public
1552,12/2/2013,M,40,Falls River,Exeter,Pawcatuck,Public
1553,12/7/2013,F,34,Wood River,Hopkinton,Pawcatuck,Public
1554,12/7/2013,F,27,Wood River,Hopkinton,Pawcatuck,Public
1555,12/11/2013,M,31,Falls River,Exeter,Pawcatuck,Public
1556,12/14/2013,F,20,Locustville Pond,Hopkinton,Pawcatuck,Public
1557,12/23/2013,F,21,Locustville Pond,Hopkinton,Pawcatuck,Public
1558,12/23/2013,F,21,Locustville Pond,Hopkinton,Pawcatuck,Public
1559,1/9/2014,F,12,Chipuxet River,Exeter,Pawcatuck,Public
1560,1/17/2014,M,37,unknown location,Charlestown,unknown,Public
1561,11/3/2013,F,27,The Resevoir (Chipuxet River),Exeter,Pawcatuck,Public
1562,11/4/2013,F,26,The Resevoir (Chipuxet River),Exeter,Pawcatuck,Public
1563,11/3/2013,F,43,Liberty Brook,South Kingstown,Pawcatuck,Public
1564,11/19/2013,F,41,Pawcatuck River,Richmond,Pawcatuck,Public
1565,11/19/2013,F,40,Moscow Pond,Hopkinton,Pawcatuck,Public
1566,12/25/2004,F,38,Roaring Brook,Coventry,Quinebaug,Public
1566,11/11/2013,unk,30,West Meadow Brook,Foster,Quinebaug,Public
1567,1/1/2005,F,32,Roaring Brook,Coventry,Quinebaug,Public
1567,11/12/2013,unk,30,West Meadow Brook,Foster,Quinebaug,Public
1568,12/5/2013,unk,34,Buckshorn Brook,Coventry,Quinebaug,Public
1569,12/6/2013,unk,30,Quidneck Brook,Coventry,Pawtuxet,Public
1570,12/8/2013,unk,24,Quidneck Brook,Coventry,Pawtuxet,Public
1571,12/30/2013,unk,43,West Meadow Brook,Foster,Quinebaug,Public
1572,12/30/2013,unk,29,West Meadow Brook,Foster,Quinebaug,Public
1573,1/18/2014,unk,38,Quidneck Brook,Coventry,Pawtuxet,Public
1574,1/19/2014,unk,26,Quidneck Brook,Coventry,Pawtuxet,Public
1575,12/4/2013,unk,30,Moosup River,Coventry,Quinebaug,Public
1576,12/5/2013,M,44,Moosup River,Coventry,Quinebaug,Public
1577,12/5/2013,unk,18,Moosup River,Coventry,Quinebaug,Public
1578,12/2/2013,M,12,Chipuxet River,South Kingstown,Pawcatuck,Public
1579,12/2/2013,M,50,Chipuxet River,South Kingstown,Pawcatuck,Public
1580,12/2/2013,F,45,Chipuxet River,South Kingstown,Pawcatuck,Public
1581,12/3/2013,M,35,Chipuxet River,South Kingstown,Pawcatuck,Public
1582,12/3/2013,F,30,Chipuxet River,South Kingstown,Pawcatuck,Public
1583,12/7/2013,M,30,Greenhouse Brook,Coventry,Quinebaug,Public
1584,11/2/2013,unk,u,unknown location,unknown,unknown,Public
1585,12/2/2013,unk,u,unknown location,unknown,unknown,Public
1586,12/2/2013,unk,u,unknown location,unknown,unknown,Public
1587,11/19/2013,M,44,Camp KerAnna,Cumbeland,Blackstone,Public
1588,12/2/2013,F,44,Round Top Pond,Burrillville,Blackstone,Public
1589,12/3/2013,F,54,Round Top Pond,Burrillville,Blackstone,Public
1590,12/3/2013,F,39,Clear River,Burrillville,Blackstone,Public
1591,12/4/2013,M,28,Clear River,Burrillville,Blackstone,Public
1592,12/4/2013,M,18,Round Top Pond,Burrillville,Blackstone,Public
1593,12/31/2013,F,33,Round Top Pond,Burrillville,Blackstone,Public
1594,2/2/2014,F,33,Herring Brook,Burrillville,Blackstone,Public
1595,2/3/2014,M,31,Herring Brook,Burrillville,Blackstone,Public
1596,2/27/2014,F,50,Abbott Run Brook,Cumbeland,Blackstone,Public
1597,2/27/2014,M,46,Abbott Run Brook,Cumbeland,Blackstone,Public
1598,11/15/2013,M,35,Scituate Reservoir,Scituate,Pawtuxet,Public
1599,11/15/2013,F,42,Scituate Reservoir,Scituate,Pawtuxet,Public
1600,12/2/2013,M,64,Scituate Reservoir,Scituate,Pawtuxet,Public
1601,12/2/2013,M,51,Scituate Reservoir,Scituate,Pawtuxet,Public
1602,12/18/2013,F,48,Scituate Reservoir,Scituate,Pawtuxet,Public
1603,12/22/2013,F,38,Scituate Reservoir,Scituate,Pawtuxet,Public
1604,12/24/2013,F,40,Scituate Reservoir,Scituate,Pawtuxet,Public
1605,3/1/2014,unk,u,unknown location,unknown,unknown,Public
1606,12/25/2013,unk,36,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
1607,11/23/2013,M,35,Bowdish Reservoir,Glocester,Quinebaug,Public
1608,11/23/2013,M,33,Pulaski Pond (Peck Pond?),Burrillville,Quinebaug,Public
1609,11/24/2013,F,33,Bowdish Reservoir,Glocester,Quinebaug,Public
1610,2/24/2014,M,43,Clear River,Burrillville,Blackstone,Public
1611,11/24/2013,unk,35,Cherry Valley Pond,Glocester,Blackstone,Public
1612,11/24/2013,unk,25,Cherry Valley Pond,Glocester,Blackstone,Public
1613,11/24/2013,unk,25,Cherry Valley Pond,Glocester,Blackstone,Public
1614,11/24/2013,unk,15,Cherry Valley Pond,Glocester,Blackstone,Public
1615,11/26/2013,M,35,Cherry Valley Pond,Glocester,Blackstone,Public
1616,11/29/2013,unk,40,Cherry Valley Pond,Glocester,Blackstone,Public
1617,12/2/2013,unk,48,Dexter Saunders Road (Hannah Brook),Glocester,Pawtuxet,Public
1618,12/2/2013,unk,30,Cherry Valley Pond,Glocester,Blackstone,Public
1619,12/2/2013,unk,15,Cherry Valley Pond,Glocester,Blackstone,Public
1620,12/2/2013,F,35,Dexter Saunders Road (Hannah Brook),Glocester,Pawtuxet,Public
1621,12/3/2013,unk,30,Cherry Valley Pond,Glocester,Blackstone,Public
1622,2/26/2014,unk,15,Lake Aldersgate,Glocester,Pawtuxet,Public
1623,2/28/2014,unk,35,Lake Aldersgate,Glocester,Pawtuxet,Public
1624,3/1/2014,unk,30,Lake Aldersgate,Glocester,Pawtuxet,Public
1625,3/1/2014,unk,25,Route 44 (roadkill),Glocester,unknown,Public
1626,3/1/2014,unk,,unknown location,Glocester,unknown,Public
1627,3/12/2014,unk,17,Dolly Pond,Exeter,Pawcatuck,Public
1628,12/2/2013,M,38,Falls River,Exeter,Pawcatuck,Public
1629,12/2/2013,F,31,Falls River,Exeter,Pawcatuck,Public
1630,12/4/2013,unk,10,Falls River,Exeter,Pawcatuck,Public
1631,12/4/2013,unk,10,Falls River,Exeter,Pawcatuck,Public
1632,12/21/2013,F,43,Mowry Meadow (Killingly M.A.),Glocester,Quinebaug,Public
1634,3/10/2014,F,50,Pawcatuck River,Hopkinton,Pawcatuck,Public
1635,3/10/2014,F,27,Pawcatuck River,Hopkinton,Pawcatuck,Public
1636,3/11/2014,M,27,Pawcatuck River,Hopkinton,Pawcatuck,Public
1637,12/20/2013,M,58,unknown location,Coventry,unknown,Public
1640,11/2/2014,F,39,Moscow Pond,Hopkinton,Pawcatuck,Public
1641,11/3/2014,F,40,Moscow Pond,Hopkinton,Pawcatuck,Public
1642,11/5/2014,F,42,Dolly Pond,Exeter,Pawcatuck,Public
1643,11/6/2014,F,15,Dolly Pond,Exeter,Pawcatuck,Public
1644,11/7/2014,F,11,Dolly Pond,Exeter,Pawcatuck,Public
1645,11/7/2014,F,19,Locustville Pond,Hopkinton,Pawcatuck,Public
1646,12/3/2014,M,21,Locustville Pond,Hopkinton,Pawcatuck,Public
1647,12/5/2014,F,20,Locustville Pond,Hopkinton,Pawcatuck,Public
1648,12/20/2014,F,49,Beaver River,Richmond,Pawcatuck,Public
1649,12/21/2014,M,50,Beaver River,Richmond,Pawcatuck,Public
1650,12/25/2014,F,14,Beaver River,Richmond,Pawcatuck,Public
1651,12/5/2014,M,39,Wood River,Richmond,Pawcatuck,Public
1652,12/15/2014,M,24,Tillinghast Pond,West Greenwich,Pawtuxet,Public
1653,12/28/2014,M,30,Nooseneck River,West Greenwich,Pawtuxet,Public
1654,12/2/2014,M,35,Buckeye Brook,Charlestown,Pawcatuck,Public
1655,12/3/2014,F,30,Buckeye Brook,Charlestown,Pawcatuck,Public
1656,12/3/2014,M,40,Buckeye Brook,Charlestown,Pawcatuck,Public
1657,12/6/2014,F,35,Buckeye Brook,Charlestown,Quinebaug,Public
1658,12/9/2014,M,30,Chipuxet River,South Kingstown,Pawcatuck,Public
1659,12/9/2014,M,25,Chipuxet River,South Kingstown,Pawcatuck,Public
1660,12/9/2014,F,30,Chipuxet River,South Kingstown,Pawcatuck,Public
1661,12/18/2014,M,50,Buck Hill impoundment,Burrillville,Blackstone,Public
1662,11/10/2014,F,40,Ponagansett River,Foster,Pawtuxet,Public
1663,11/25/2014,F,44,Ponagansett River,Foster,Pawtuxet,Public
1664,11/23/2014,M,20,Pawtuxet River,Scituate,Pawtuxet,Public
1665,11/9/2014,F,33,Pawtuxet River,Scituate,Pawtuxet,Public
1666,11/10/2014,F,12,Pawtuxet River,Scituate,Pawtuxet,Public
1667,12/6/2014,F,35,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
1668,12/4/2014,M,40,Shippee Pond,Foster,Pawtuxet,Public
1669,11/19/2014,M,30,unknown,Glocester,unknown,Public
1670,11/20/2014,F,25,unknown,Glocester,unknown,Public
1671,11/4/2014,F,8,Moscow Pond,Hopkinton,Pawcatuck,Public
1672,12/26/2014,M,44,Pawcatuck River,Richmond,Pawcatuck,Public
1673,12/2/2014,F,42,West Meadow Brook,Foster,Quinebaug,Public
